match_id,round,date,home_team,home_id,away_team,away_id,home_score,away_score,venue,city,referee,result,home_xg,away_xg,home_possession,away_possession,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_corners,away_corners,home_passes,away_passes,home_accurate_passes,away_accurate_passes,home_fouls,away_fouls,home_tackles,away_tackles,home_interceptions,away_interceptions,home_recoveries,away_recoveries,home_touches_in_box,away_touches_in_box,home_final_third_entries,away_final_third_entries,home_yellow_cards,away_yellow_cards,home_gk_saves,away_gk_saves,home_goals_prevented,away_goals_prevented
13981817,9,2025-09-20,MZKS Arka Gdynia,5064,MKS Korona Kielce,5065,0,0,Stadion GOSiR,Gdynia,Mateusz Piszczelok,D,0.44,0.45,49,51,11,9,3,1,,,,,4,6,336,345,271,276,12,15,13,12,14,7,43,42,9,20,42,41,3.0,2.0,1,3,0.0702,0.4123
13981819,9,2025-09-21,Górnik Zabrze,3110,Widzew Łódź,3115,3,2,Stadion im. Ernesta Pohla,Zabrze,Paweł Raczkowski,H,2.43,1.43,50,50,17,11,7,5,3.0,2.0,1.0,1.0,6,4,378,385,315,310,16,11,10,18,13,11,47,41,24,17,36,59,4.0,1.0,3,4,0.8277,-0.2361
13981820,9,2025-09-20,Radomiak Radom,7295,Piast Gliwice,7918,1,0,Stadion im. Braci Czachorów,Radom,Karol Arys,H,1.49,0.62,40,60,17,11,5,2,2.0,1.0,2.0,1.0,3,2,321,477,263,417,21,13,12,11,6,6,38,42,21,23,52,47,0.0,2.0,3,4,0.2824,-0.3049
13981821,9,2025-09-21,Pogoń Szczecin,3117,KS Lechia Gdańsk,7913,3,4,Stadion Miejski im. Floriana Krygiera,Szczecin,Marcin Kochanek,A,2.45,3.32,59,41,22,12,10,9,2.0,6.0,0.0,4.0,4,4,405,289,353,221,10,11,7,10,7,9,41,39,44,19,57,47,3.0,3.0,6,6,-0.3433,-0.0416
13981822,9,2025-09-19,GKS Katowice,3112,Cracovia,4901,0,3,Arena Katowice,Katowice,Szymon Marciniak,A,0.7,2.2,57,43,16,13,5,6,0.0,5.0,0.0,3.0,11,3,471,368,380,267,6,13,7,10,5,15,42,45,29,15,65,37,2.0,1.0,4,5,-0.8423,0.5081
13981823,9,2025-09-20,Raków Częstochowa,35268,Legia Warszawa,3106,1,1,Miejski Stadion Piłkarski Raków w Częstochowie,Czestochowa,Jaroslaw Przybyl,D,1.37,1.25,40,60,8,16,2,2,1.0,0.0,,,1,2,315,474,222,378,15,18,10,13,8,13,42,50,14,32,34,80,1.0,3.0,1,1,0.0185,-0.1136
13981970,9,2025-09-19,Wisła Płock,3122,Jagiellonia Białystok,7691,0,1,Stadion im. Kazimierza Gorskiego,Plock,Piotr Lasyk,A,1.25,1.76,41,59,17,13,4,9,2.0,2.0,2.0,1.0,5,5,292,443,228,384,13,8,12,10,3,9,33,33,28,29,44,61,0.0,2.0,8,4,0.5236,0.4903
13981825,10,2025-09-26,Wisła Płock,3122,GKS Katowice,3112,1,1,Stadion im. Kazimierza Gorskiego,Plock,Paweł Raczkowski,D,1.12,0.51,46,54,11,11,5,5,2.0,1.0,2.0,0.0,4,2,385,474,306,426,14,11,9,11,3,4,43,38,14,15,53,46,1.0,1.0,4,3,0.7635,0.4139
13981826,10,2025-09-28,Legia Warszawa,3106,Pogoń Szczecin,3117,1,0,Stadion Wojska Polskiego w Warszawie,Warsaw,Wojciech Myc,H,1.87,0.46,55,45,14,6,6,1,4.0,2.0,3.0,2.0,6,1,434,359,334,261,18,15,5,11,5,10,47,45,29,9,65,44,2.0,3.0,1,6,0.031,0.5186
13981827,10,2025-09-29,Zagłębie Lubin,3113,MZKS Arka Gdynia,5064,4,0,KGHM Zagłębie Arena,Lubin,Piotr Lasyk,H,1.22,0.62,40,60,10,11,7,3,1.0,1.0,0.0,1.0,2,2,313,489,238,410,15,16,14,14,6,12,46,43,14,20,34,49,0.0,3.0,2,3,0.0327,-1.3665
13981828,10,2025-09-29,Motor Lublin,7915,Radomiak Radom,7295,2,2,Arena Lublin,Lublin,Piotr Rzucidlo,D,0.85,1.86,55,45,12,20,4,5,0.0,3.0,0.0,2.0,5,3,397,340,325,275,10,14,18,14,5,3,41,43,26,25,45,48,1.0,3.0,4,2,-0.2569,0.1441
13981829,10,2025-09-27,MKS Korona Kielce,5065,KS Lechia Gdańsk,7913,3,0,Exbud Arena,Kielce,Karol Arys,H,1.49,1.22,44,56,17,10,7,3,3.0,2.0,2.0,2.0,6,5,307,398,227,314,12,13,14,20,10,9,45,55,26,16,37,60,2.0,1.0,3,4,0.5522,-0.9419
13981830,10,2025-09-28,Lech Poznań,3121,Jagiellonia Białystok,7691,2,2,Enea Poznań,Poznan,Bartosz Frankowski,D,1.66,0.86,53,47,13,15,6,3,1.0,0.0,,,5,10,406,366,331,290,10,13,17,19,6,11,44,54,29,28,52,39,1.0,4.0,1,4,-1.1543,0.0299
13981831,10,2025-09-27,Cracovia,4901,Górnik Zabrze,3110,1,1,Marshal Jozef Pilsudski Stadium,Kraków,Patryk Gryckiewicz,D,0.93,1.95,64,36,13,11,3,2,2.0,3.0,1.0,2.0,6,7,597,331,529,279,4,10,7,13,9,10,37,38,21,20,52,40,1.0,3.0,1,2,-0.7597,-0.0605
13981832,10,2025-09-28,Widzew Łódź,3115,Raków Częstochowa,35268,0,1,Stadion Widzewa Łódź,Lodz,Lukasz Kuzma,A,0.57,1.23,38,62,6,20,1,6,1.0,1.0,1.0,0.0,3,3,353,553,281,493,11,17,17,11,4,10,49,48,11,32,39,57,3.0,4.0,3,1,0.038,0.0214
13981833,10,2025-09-27,Piast Gliwice,7918,Bruk-Bet Termalica Nieciecza,36851,4,2,Stadion Miejski w Gliwicach,Gliwice,Pawel Malec,H,2.02,2.82,48,52,19,22,6,7,3.0,4.0,2.0,2.0,2,7,368,387,307,310,7,15,8,13,7,6,43,44,29,42,46,50,1.0,3.0,5,2,0.873,-2.217
13981834,11,2025-10-04,MZKS Arka Gdynia,5064,Cracovia,4901,2,1,Stadion GOSiR,Gdynia,Wojciech Myc,H,1.11,0.88,37,63,8,13,3,1,2.0,1.0,1.0,0.0,4,6,298,503,216,418,20,17,13,9,6,5,37,43,7,22,44,45,0.0,2.0,0,1,-0.7099,-1.3359
13981835,11,2025-10-03,KS Lechia Gdańsk,7913,Wisła Płock,3122,1,1,Polsat Plus Arena Gdańsk,Gdansk,Mateusz Piszczelok,D,0.89,0.54,56,44,12,9,5,1,1.0,1.0,1.0,0.0,3,4,451,342,383,269,7,11,7,13,10,5,49,53,15,14,58,48,1.0,3.0,0,4,-0.8457,0.8627
13981836,11,2025-10-04,Bruk-Bet Termalica Nieciecza,36851,Widzew Łódź,3115,2,4,Stadion Bruk-Bet,Nieciecza,Piotr Lasyk,A,0.87,1.48,53,47,9,14,4,10,2.0,4.0,2.0,2.0,3,4,378,334,291,262,15,16,13,10,5,9,40,43,15,19,53,48,1.0,2.0,6,2,-0.9389,-0.9817
13981837,11,2025-10-05,Górnik Zabrze,3110,Legia Warszawa,3106,3,1,Stadion im. Ernesta Pohla,Zabrze,Lukasz Kuzma,H,1.05,1.28,39,61,9,16,6,3,3.0,1.0,0.0,1.0,0,6,328,490,266,416,10,10,20,15,8,13,47,41,10,31,30,63,1.0,1.0,1,3,-0.8243,-0.2029
13981838,11,2025-10-04,Radomiak Radom,7295,Zagłębie Lubin,3113,3,1,Stadion im. Braci Czachorów,Radom,Sebastian Krasny,H,1.83,1.28,50,50,17,18,5,7,3.0,2.0,2.0,1.0,5,6,324,335,244,251,11,13,16,14,3,8,42,44,30,20,48,53,1.0,3.0,6,3,-0.2308,-1.4387
13981839,11,2025-10-05,Raków Częstochowa,35268,Motor Lublin,7915,2,0,Miejski Stadion Piłkarski Raków w Częstochowie,Czestochowa,Damian Kos,H,3.01,0.47,54,46,22,5,8,2,6.0,0.0,5.0,0.0,4,5,503,421,431,347,12,15,15,23,11,11,58,60,33,17,73,37,1.0,3.0,2,6,0.8425,0.3107
13981841,11,2025-10-05,Jagiellonia Białystok,7691,MKS Korona Kielce,5065,3,1,Chorten Arena,Bialystok,Tomasz Kwiatkowski,H,1.92,0.92,69,31,18,14,7,3,3.0,2.0,2.0,1.0,7,7,627,273,547,206,9,10,16,15,11,14,52,51,26,21,48,36,1.0,1.0,2,4,-0.433,-0.6802
13981843,11,2025-10-05,GKS Katowice,3112,Lech Poznań,3121,0,1,Arena Katowice,Katowice,Karol Arys,A,1.12,1.13,43,57,14,11,5,3,1.0,2.0,1.0,2.0,6,2,379,521,309,434,15,17,16,15,12,5,45,43,21,17,64,41,1.0,3.0,1,4,-0.0247,1.0903
13981844,11,2025-10-03,Pogoń Szczecin,3117,Piast Gliwice,7918,2,1,Stadion Miejski im. Floriana Krygiera,Szczecin,Damian Sylwestrzak,H,3.92,1.3,48,52,28,8,10,2,8.0,1.0,6.0,0.0,6,1,396,455,331,398,11,16,8,8,3,9,38,35,44,12,44,41,2.0,1.0,1,7,-0.0786,0.7566
13981840,12,2025-10-20,Wisła Płock,3122,Bruk-Bet Termalica Nieciecza,36851,3,1,Stadion im. Kazimierza Gorskiego,Plock,Jaroslaw Przybyl,H,1.75,0.91,55,45,20,14,7,2,3.0,2.0,1.0,2.0,6,5,491,395,432,328,6,9,14,9,8,5,47,40,36,25,54,46,0.0,1.0,2,4,-0.8709,-0.1095
13981842,12,2025-10-17,Motor Lublin,7915,GKS Katowice,3112,2,5,Arena Lublin,Lublin,Tomasz Kwiatkowski,A,1.6,2.41,51,49,18,15,6,4,2.0,5.0,0.0,1.0,10,2,387,400,314,326,10,14,13,21,9,12,46,53,29,32,49,50,2.0,3.0,0,2,-1.9186,-0.4994
13981845,12,2025-10-18,MKS Korona Kielce,5065,Górnik Zabrze,3110,1,1,Exbud Arena,Kielce,Szymon Marciniak,D,2.25,0.84,43,57,12,16,4,3,3.0,1.0,2.0,0.0,9,7,345,476,272,402,7,12,21,15,10,8,50,56,28,26,50,63,2.0,0.0,2,3,-0.212,0.8919
13981846,12,2025-10-19,Zagłębie Lubin,3113,Legia Warszawa,3106,3,1,KGHM Zagłębie Arena,Lubin,Patryk Gryckiewicz,H,2.54,0.97,35,65,16,12,5,2,5.0,2.0,3.0,2.0,3,4,306,582,231,504,17,13,14,8,14,3,53,46,21,28,44,74,2.0,1.0,2,1,-0.4914,-1.0385
13981847,12,2025-10-18,Cracovia,4901,Raków Częstochowa,35268,2,0,Marshal Jozef Pilsudski Stadium,Kraków,Damian Sylwestrzak,H,1.71,0.11,42,58,17,3,4,1,1.0,0.0,,,5,2,355,507,252,404,16,13,30,11,9,6,53,51,23,14,70,40,3.0,4.0,1,2,0.0256,-0.0273
13981849,12,2025-10-19,Lech Poznań,3121,Pogoń Szczecin,3117,2,2,Enea Poznań,Poznan,Wojciech Myc,D,2.61,1.74,66,34,26,16,12,6,3.0,3.0,1.0,2.0,9,4,503,261,425,198,6,12,10,11,5,11,48,42,37,25,68,53,1.0,0.0,4,10,-0.5881,1.7445
13981850,12,2025-10-18,Jagiellonia Białystok,7691,MZKS Arka Gdynia,5064,4,0,Chorten Arena,Bialystok,Karol Arys,H,2.79,0.7,55,45,19,8,8,1,6.0,2.0,3.0,2.0,3,5,469,366,394,302,8,10,14,15,8,13,43,36,26,24,40,37,1.0,1.0,1,4,0.2855,-0.2564
13981853,12,2025-10-17,Widzew Łódź,3115,Radomiak Radom,7295,3,2,Stadion Widzewa Łódź,Lodz,Paweł Raczkowski,H,2.54,2.05,48,52,18,19,6,6,6.0,2.0,4.0,0.0,2,4,326,347,254,281,13,15,13,13,9,5,44,41,29,26,33,52,1.0,2.0,4,3,0.1947,0.1455
14715700,12,2025-10-19,Piast Gliwice,7918,KS Lechia Gdańsk,7913,1,2,Stadion Miejski w Gliwicach,Gliwice,Bartosz Frankowski,A,1.31,1.06,62,38,16,9,3,3,0.0,2.0,0.0,1.0,9,6,529,317,448,237,9,4,18,17,11,11,59,51,22,19,62,48,2.0,3.0,1,2,-1.1645,0.0747
13981848,13,2025-10-26,Legia Warszawa,3106,Lech Poznań,3121,0,0,Stadion Wojska Polskiego w Warszawie,Warsaw,Piotr Lasyk,D,0.6,0.58,48,52,14,12,4,2,,,,,8,5,409,452,343,382,16,13,19,9,9,6,47,49,19,22,51,60,1.0,2.0,3,4,0.2078,0.4536
13981852,13,2025-10-25,MZKS Arka Gdynia,5064,Piast Gliwice,7918,2,1,Stadion GOSiR,Gdynia,Lukasz Kuzma,H,0.77,2.25,37,63,7,25,3,4,1.0,1.0,,,4,10,277,446,182,358,17,13,13,13,7,5,52,46,14,44,40,81,2.0,4.0,2,1,0.0536,-1.01
13981854,13,2025-10-24,Bruk-Bet Termalica Nieciecza,36851,Zagłębie Lubin,3113,1,1,Stadion Bruk-Bet,Nieciecza,Marcin Kochanek,D,1.5,1.0,54,46,14,13,3,6,1.0,3.0,0.0,2.0,7,5,406,340,332,270,9,12,12,13,6,10,38,41,25,21,56,41,3.0,1.0,5,2,1.6338,0.3751
13981855,13,2025-10-26,Górnik Zabrze,3110,Jagiellonia Białystok,7691,2,1,Stadion im. Ernesta Pohla,Zabrze,Bartosz Frankowski,H,2.86,1.09,41,59,22,15,6,3,2.0,3.0,2.0,2.0,5,4,413,596,364,530,8,6,15,18,8,7,61,54,35,26,40,51,0.0,1.0,2,5,-0.1604,-0.3291
13981856,13,2025-10-25,Pogoń Szczecin,3117,Cracovia,4901,2,1,Stadion Miejski im. Floriana Krygiera,Szczecin,Paweł Raczkowski,H,1.13,2.27,56,44,11,17,3,7,3.0,3.0,2.0,2.0,8,3,449,354,347,254,10,13,15,13,5,8,39,40,20,33,64,66,2.0,4.0,6,1,0.4894,-1.1772
13981857,13,2025-10-24,Motor Lublin,7915,Widzew Łódź,3115,3,0,Arena Lublin,Lublin,Mateusz Piszczelok,H,2.4,0.59,46,54,16,13,5,4,5.0,1.0,2.0,1.0,5,4,347,407,288,363,8,12,29,18,11,9,59,48,26,16,35,50,1.0,2.0,4,2,0.2944,-1.2248
13981858,13,2025-10-25,GKS Katowice,3112,MKS Korona Kielce,5065,1,0,Arena Katowice,Katowice,Sebastian Krasny,H,1.11,1.73,40,60,14,14,4,3,2.0,2.0,2.0,2.0,3,3,276,407,189,318,16,8,19,12,7,4,48,47,17,33,31,56,4.0,3.0,1,3,0.0384,0.1887
13981860,13,2025-10-26,Raków Częstochowa,35268,KS Lechia Gdańsk,7913,2,1,Miejski Stadion Piłkarski Raków w Częstochowie,Czestochowa,Piotr Rzucidlo,H,1.17,0.57,43,57,10,10,4,5,2.0,2.0,1.0,1.0,4,4,312,428,246,347,3,17,16,23,9,13,46,42,16,19,33,61,1.0,3.0,4,3,0.323,-0.769
14912737,13,2025-10-27,Radomiak Radom,7295,Wisła Płock,3122,1,1,Stadion im. Braci Czachorów,Radom,Karol Arys,D,1.68,1.07,55,45,19,8,2,3,1.0,1.0,1.0,0.0,4,5,427,344,363,278,16,13,6,5,5,4,41,40,19,12,42,47,1.0,1.0,2,1,-0.0969,0.0797
13981861,14,2025-11-03,Wisła Płock,3122,Pogoń Szczecin,3117,2,0,Stadion im. Kazimierza Gorskiego,Plock,Pawel Malec,H,1.27,1.56,32,68,15,22,5,9,1.0,2.0,1.0,2.0,6,8,280,628,197,554,5,7,10,10,10,6,52,53,19,39,50,66,1.0,1.0,9,2,0.7926,-1.0782
13981862,14,2025-11-03,KS Lechia Gdańsk,7913,Radomiak Radom,7295,1,2,Polsat Plus Arena Gdańsk,Gdansk,Marcin Szczerbowicz,A,1.4,1.37,47,53,14,11,4,5,3.0,2.0,2.0,1.0,8,4,338,404,257,321,11,12,18,17,13,9,59,47,30,19,60,42,2.0,4.0,3,3,-0.3904,-0.1229
13981863,14,2025-11-02,Górnik Zabrze,3110,MZKS Arka Gdynia,5064,5,1,Stadion im. Ernesta Pohla,Zabrze,Tomasz Kwiatkowski,H,2.61,0.76,53,47,29,8,11,2,2.0,1.0,1.0,0.0,10,2,399,355,347,298,9,10,9,12,7,4,34,27,30,8,35,33,1.0,3.0,1,6,-0.6122,-0.3969
13981864,14,2025-10-31,Bruk-Bet Termalica Nieciecza,36851,GKS Katowice,3112,0,3,Stadion Bruk-Bet,Nieciecza,Tomasz Marciniak,A,1.65,2.48,66,34,18,11,7,7,5.0,3.0,5.0,1.0,7,2,507,277,425,201,13,18,8,17,13,6,45,47,27,18,64,37,1.0,2.0,4,6,-0.2442,1.1124
13981865,14,2025-11-03,Cracovia,4901,Zagłębie Lubin,3113,0,0,Marshal Jozef Pilsudski Stadium,Kraków,Karol Arys,D,1.3,0.22,68,32,14,8,3,3,2.0,0.0,2.0,0.0,2,0,644,299,544,201,11,11,16,22,10,14,62,57,24,14,82,52,,,3,3,0.2326,1.6791
13981866,14,2025-11-02,Lech Poznań,3121,Motor Lublin,7915,2,2,Enea Poznań,Poznan,Sebastian Krasny,D,1.17,0.89,59,41,19,8,4,2,0.0,1.0,,,6,2,563,383,475,314,10,15,13,21,11,12,54,54,45,16,96,26,2.0,1.0,1,1,-1.3421,-0.6201
13981867,14,2025-11-02,Jagiellonia Białystok,7691,Raków Częstochowa,35268,1,2,Chorten Arena,Bialystok,Paweł Raczkowski,A,2.03,1.21,67,33,26,11,6,5,3.0,1.0,2.0,0.0,5,4,502,248,420,178,19,17,15,12,2,14,49,47,38,30,68,47,5.0,2.0,3,5,-0.1091,0.6741
13981869,14,2025-11-02,Widzew Łódź,3115,Legia Warszawa,3106,1,1,Stadion Widzewa Łódź,Lodz,Patryk Gryckiewicz,D,1.4,1.74,42,58,10,20,3,3,2.0,3.0,1.0,3.0,3,8,329,442,274,391,10,13,18,18,7,7,39,33,21,42,32,71,3.0,3.0,3,2,0.0111,0.0468
13981872,14,2025-10-31,Piast Gliwice,7918,MKS Korona Kielce,5065,0,0,Stadion Miejski w Gliwicach,Gliwice,Damian Kos,D,0.59,1.23,49,51,10,20,2,4,,,,,7,9,385,410,289,320,13,8,17,14,13,8,50,61,26,26,52,58,2.0,1.0,4,2,0.7766,0.1229
13981868,15,2025-11-09,Legia Warszawa,3106,Bruk-Bet Termalica Nieciecza,36851,1,2,Stadion Wojska Polskiego w Warszawie,Warsaw,Karol Arys,A,0.95,1.3,70,30,23,13,7,7,2.0,4.0,2.0,2.0,11,2,618,267,530,190,13,17,19,20,7,8,50,50,37,9,80,37,1.0,3.0,4,6,-0.1216,0.1817
13981870,15,2025-11-08,KS Lechia Gdańsk,7913,Widzew Łódź,3115,2,1,Polsat Plus Arena Gdańsk,Gdansk,Wojciech Myc,H,1.17,1.45,52,48,14,9,3,3,4.0,2.0,2.0,1.0,5,3,396,382,331,302,14,11,25,16,5,4,43,44,42,18,51,47,2.0,4.0,1,1,-0.3396,-1.2427
13981871,15,2025-11-08,Motor Lublin,7915,Wisła Płock,3122,1,1,Arena Lublin,Lublin,Damian Sylwestrzak,D,3.07,0.86,64,36,14,10,4,2,6.0,2.0,5.0,1.0,5,1,542,298,475,230,18,14,11,12,0,9,49,43,28,15,58,42,3.0,6.0,1,3,-0.2216,0.8101
13981873,15,2025-11-09,MZKS Arka Gdynia,5064,Lech Poznań,3121,3,1,Stadion GOSiR,Gdynia,Patryk Gryckiewicz,H,2.08,2.04,44,56,19,13,7,6,3.0,3.0,1.0,2.0,3,3,354,457,305,385,19,16,16,16,9,4,48,29,33,30,53,39,3.0,3.0,5,4,1.3872,-0.4875
13981874,15,2025-11-07,Zagłębie Lubin,3113,Górnik Zabrze,3110,2,0,KGHM Zagłębie Arena,Lubin,Damian Kos,H,1.1,0.95,30,70,6,15,3,2,3.0,1.0,2.0,1.0,1,12,221,505,142,420,12,12,26,17,19,6,56,54,18,37,39,55,5.0,1.0,2,1,0.3981,-1.272
13981875,15,2025-11-07,Radomiak Radom,7295,Cracovia,4901,3,0,Stadion im. Braci Czachorów,Radom,Jaroslaw Przybyl,H,1.89,0.52,51,49,12,5,8,2,4.0,1.0,1.0,1.0,5,3,459,437,388,357,12,17,13,21,9,7,51,49,17,12,49,54,2.0,3.0,1,5,0.5427,-0.5053
13981876,15,2025-11-09,Pogoń Szczecin,3117,Jagiellonia Białystok,7691,1,2,Stadion Miejski im. Floriana Krygiera,Szczecin,Piotr Lasyk,A,3.69,1.45,39,61,33,11,9,5,5.0,2.0,5.0,1.0,10,1,312,513,220,435,9,9,12,11,13,11,39,45,69,14,50,51,2.0,1.0,3,8,-0.3274,2.7839
13981877,15,2025-11-09,MKS Korona Kielce,5065,Raków Częstochowa,35268,1,4,Exbud Arena,Kielce,Lukasz Kuzma,A,1.23,3.09,49,51,12,7,2,5,2.0,6.0,1.0,2.0,5,0,421,451,321,361,15,9,14,21,12,5,55,53,23,13,71,36,4.0,2.0,1,1,-1.1786,-0.3856
13981879,15,2025-11-08,GKS Katowice,3112,Piast Gliwice,7918,1,3,Arena Katowice,Katowice,Paweł Raczkowski,A,0.88,1.58,54,46,9,17,3,6,2.0,1.0,1.0,0.0,3,3,465,400,375,308,10,16,13,8,5,9,48,44,16,29,66,52,2.0,2.0,5,2,-1.3219,-0.0237
13981878,16,2025-11-21,Bruk-Bet Termalica Nieciecza,36851,MZKS Arka Gdynia,5064,2,0,Stadion Bruk-Bet,Nieciecza,Jaroslaw Przybyl,H,0.76,0.82,51,49,7,11,4,2,2.0,0.0,1.0,0.0,1,2,415,397,320,316,12,20,16,14,7,6,41,44,16,25,47,49,3.0,4.0,1,2,0.3873,-0.3724
13981880,16,2025-11-22,Legia Warszawa,3106,KS Lechia Gdańsk,7913,2,2,Stadion Wojska Polskiego w Warszawie,Warsaw,Pawel Malec,D,0.82,1.89,53,47,13,17,3,5,1.0,3.0,0.0,2.0,6,2,464,413,362,313,12,2,19,24,10,12,62,62,21,26,55,43,4.0,0.0,3,1,0.0556,-1.2139
13981881,16,2025-11-21,Górnik Zabrze,3110,Wisła Płock,3122,1,1,Stadion im. Ernesta Pohla,Zabrze,Karol Arys,D,1.51,0.94,59,41,17,7,3,1,2.0,2.0,1.0,1.0,4,1,492,353,425,281,12,10,14,16,8,12,52,46,24,17,52,42,1.0,3.0,0,2,-0.0553,0.1232
13981882,16,2025-11-24,Pogoń Szczecin,3117,Zagłębie Lubin,3113,5,1,Stadion Miejski im. Floriana Krygiera,Szczecin,Lukasz Kuzma,H,2.41,1.19,51,49,14,14,6,5,5.0,3.0,2.0,2.0,4,2,361,335,271,235,13,9,11,10,4,7,41,40,21,19,45,57,2.0,1.0,4,0,0.4967,-2.4917
13981883,16,2025-11-22,Cracovia,4901,Motor Lublin,7915,1,2,Marshal Jozef Pilsudski Stadium,Kraków,Szymon Marciniak,A,0.43,0.32,57,43,8,6,2,5,0.0,1.0,,,4,7,538,396,454,311,16,15,14,14,12,8,55,52,13,17,60,44,3.0,1.0,3,1,-0.5713,-0.7284
13981885,16,2025-11-23,Lech Poznań,3121,Radomiak Radom,7295,4,1,Enea Poznań,Poznan,Piotr Lasyk,H,3.11,1.85,53,47,14,23,5,5,6.0,3.0,2.0,2.0,5,5,497,440,422,384,8,14,12,16,5,10,43,49,24,31,55,33,0.0,2.0,4,1,0.6658,-1.2027
13981886,16,2025-11-23,Widzew Łódź,3115,MKS Korona Kielce,5065,1,3,Stadion Widzewa Łódź,Lodz,Paweł Raczkowski,A,1.45,2.2,56,44,23,13,5,5,2.0,3.0,1.0,1.0,5,4,390,297,314,227,9,9,8,12,10,7,54,50,23,21,53,45,6.0,4.0,1,4,-1.2074,0.5118
13981889,16,2025-11-22,Raków Częstochowa,35268,Piast Gliwice,7918,1,3,Miejski Stadion Piłkarski Raków w Częstochowie,Czestochowa,Tomasz Kwiatkowski,A,1.04,2.05,58,42,12,13,3,5,4.0,2.0,3.0,0.0,3,2,515,369,413,277,5,11,10,18,5,19,62,68,20,20,63,45,0.0,2.0,2,2,-0.3368,-0.1526
15645068,16,2026-03-17,Jagiellonia Białystok,7691,GKS Katowice,3112,2,1,Chorten Arena,Bialystok,Marcin Szczerbowicz,H,1.51,0.81,51,49,18,13,5,4,2.0,0.0,1.0,0.0,5,1,452,424,368,352,15,16,19,8,11,9,53,40,34,21,44,52,5.0,2.0,3,2,-0.6985,-0.2727
13981888,17,2025-11-30,MZKS Arka Gdynia,5064,Raków Częstochowa,35268,1,4,Stadion GOSiR,Gdynia,Karol Arys,A,0.67,1.7,37,63,6,17,2,6,1.0,2.0,1.0,1.0,3,4,297,504,222,445,12,15,13,12,5,8,45,38,8,19,44,43,1.0,3.0,2,1,-1.8543,-0.4689
13981890,17,2025-12-01,Motor Lublin,7915,Legia Warszawa,3106,1,1,Arena Lublin,Lublin,Piotr Lasyk,D,0.85,2.39,49,51,4,14,1,4,1.0,3.0,0.0,2.0,5,1,418,443,342,376,9,22,26,19,13,7,47,50,12,20,30,64,0.0,3.0,2,1,0.2092,-0.0745
13981891,17,2025-11-30,Wisła Płock,3122,Lech Poznań,3121,0,0,Stadion im. Kazimierza Gorskiego,Plock,Wojciech Myc,D,0.66,1.78,31,69,8,25,2,2,0.0,3.0,0.0,3.0,2,15,300,654,234,582,8,13,12,9,13,7,56,58,8,41,34,115,0.0,1.0,2,2,0.1203,0.2783
13981892,17,2025-11-30,Zagłębie Lubin,3113,Jagiellonia Białystok,7691,0,0,KGHM Zagłębie Arena,Lubin,Szymon Marciniak,D,1.16,0.84,27,73,9,19,4,4,1.0,1.0,1.0,1.0,2,6,224,632,135,537,17,18,11,22,14,6,45,52,16,27,30,67,2.0,3.0,4,4,0.4773,1.1102
13981893,17,2025-11-29,KS Lechia Gdańsk,7913,Bruk-Bet Termalica Nieciecza,36851,5,1,Polsat Plus Arena Gdańsk,Gdansk,Mateusz Piszczelok,H,3.15,0.99,55,45,16,4,10,3,5.0,2.0,1.0,1.0,4,2,513,421,443,338,14,9,22,15,6,13,64,61,37,18,53,43,1.0,2.0,2,4,0.4705,-0.1818
13981894,17,2025-11-29,MKS Korona Kielce,5065,Cracovia,4901,0,1,Exbud Arena,Kielce,Patryk Gryckiewicz,A,1.77,1.06,53,47,16,11,4,3,1.0,1.0,1.0,0.0,5,4,407,373,312,277,16,15,14,14,7,13,48,42,36,17,63,44,0.0,3.0,2,4,0.3055,1.2338
13981895,17,2025-11-28,Piast Gliwice,7918,Widzew Łódź,3115,0,2,Stadion Miejski w Gliwicach,Gliwice,Jaroslaw Przybyl,A,1.18,2.61,68,32,25,10,3,4,1.0,4.0,1.0,2.0,10,4,581,273,479,188,8,11,13,13,7,8,51,50,45,14,70,44,1.0,3.0,2,3,0.4971,0.5623
