match_id,round,date,home_team,home_id,away_team,away_id,home_score,away_score,venue,city,referee,result,home_xg,away_xg,home_possession,away_possession,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_corners,away_corners,home_passes,away_passes,home_accurate_passes,away_accurate_passes,home_fouls,away_fouls,home_tackles,away_tackles,home_interceptions,away_interceptions,home_recoveries,away_recoveries,home_touches_in_box,away_touches_in_box,home_final_third_entries,away_final_third_entries,home_yellow_cards,away_yellow_cards,home_gk_saves,away_gk_saves,home_goals_prevented,away_goals_prevented
13981896,17,2025-11-29,GKS Katowice,3112,Pogoń Szczecin,3117,2,0,Arena Katowice,Katowice,Sebastian Krasny,H,1.42,1.45,23,77,9,27,5,3,2.0,2.0,0.0,2.0,3,7,204,678,129,573,17,10,18,10,10,4,45,51,13,50,31,93,,,3,3,0.5293,0.368
13981898,17,2025-11-28,Radomiak Radom,7295,Górnik Zabrze,3110,4,0,Stadion im. Braci Czachorów,Radom,Damian Sylwestrzak,H,2.02,0.38,48,52,19,9,8,2,3.0,0.0,1.0,0.0,4,0,433,469,376,409,19,11,18,11,8,7,45,40,21,13,26,54,3.0,2.0,2,4,0.0524,-0.9294
13981897,18,2025-12-05,KS Lechia Gdańsk,7913,Górnik Zabrze,3110,5,2,Polsat Plus Arena Gdańsk,Gdansk,Pawel Malec,H,1.35,1.77,40,60,10,15,5,3,3.0,2.0,,,3,6,252,369,180,297,14,4,14,13,9,6,38,39,24,30,43,43,5.0,1.0,1,0,-0.0262,-2.134
13981899,18,2025-12-07,Raków Częstochowa,35268,GKS Katowice,3112,1,0,Miejski Stadion Piłkarski Raków w Częstochowie,Czestochowa,Tomasz Kwiatkowski,H,1.46,0.95,48,52,19,10,3,0,2.0,1.0,1.0,1.0,5,0,355,400,263,305,9,11,13,12,11,5,52,48,36,19,47,56,2.0,0.0,0,2,0.0,-0.1808
13981900,18,2025-12-06,MZKS Arka Gdynia,5064,Motor Lublin,7915,1,0,Stadion GOSiR,Gdynia,Paweł Raczkowski,H,2.27,0.9,40,60,17,13,7,2,5.0,1.0,4.0,1.0,6,5,278,443,217,371,13,18,11,13,8,12,46,49,31,23,48,49,2.0,3.0,2,6,0.7795,1.1729
13981901,18,2025-12-08,MKS Korona Kielce,5065,Wisła Płock,3122,1,1,Exbud Arena,Kielce,Damian Kos,D,1.44,0.42,56,44,17,9,3,4,2.0,1.0,2.0,0.0,4,4,441,360,366,280,13,9,8,17,5,7,45,46,32,12,75,36,1.0,1.0,3,2,-0.0274,-0.0886
13981902,18,2025-12-07,Bruk-Bet Termalica Nieciecza,36851,Jagiellonia Białystok,7691,2,1,Stadion Bruk-Bet,Nieciecza,Jaroslaw Przybyl,H,0.76,0.69,27,73,6,17,1,7,2.0,1.0,1.0,1.0,2,10,239,668,168,591,18,10,18,13,7,6,52,49,11,28,43,84,1.0,2.0,6,0,0.5119,-1.4287
13981903,18,2025-12-06,Piast Gliwice,7918,Legia Warszawa,3106,2,0,Stadion Miejski w Gliwicach,Gliwice,Lukasz Kuzma,H,1.51,1.6,50,50,13,14,6,7,2.0,2.0,1.0,2.0,5,2,297,314,188,192,13,19,19,26,7,6,48,45,25,18,58,65,2.0,4.0,7,3,1.6842,0.3275
13981904,18,2025-12-06,Pogoń Szczecin,3117,Radomiak Radom,7295,2,2,Stadion Miejski im. Floriana Krygiera,Szczecin,Piotr Lasyk,D,2.23,0.77,44,56,15,10,4,5,7.0,2.0,5.0,1.0,9,7,299,403,226,328,17,15,13,14,9,7,34,34,35,11,59,36,5.0,2.0,3,2,-0.3523,0.0181
13981905,18,2025-12-07,Cracovia,4901,Lech Poznań,3121,2,2,Marshal Jozef Pilsudski Stadium,Kraków,Damian Sylwestrzak,D,2.06,1.33,62,38,16,9,7,6,5.0,2.0,4.0,1.0,7,5,520,329,454,256,20,9,8,7,5,1,46,33,38,13,67,29,3.0,4.0,4,4,-0.2326,-0.4657
13981906,18,2025-12-06,Zagłębie Lubin,3113,Widzew Łódź,3115,2,1,KGHM Zagłębie Arena,Lubin,Tomasz Marciniak,H,0.87,0.98,50,50,15,14,6,6,0.0,2.0,0.0,1.0,4,3,381,392,282,316,6,17,18,15,16,7,45,47,30,17,71,41,2.0,6.0,5,4,0.5262,-0.6221
13981907,19,2026-02-01,Wisła Płock,3122,Raków Częstochowa,35268,2,1,Stadion im. Kazimierza Gorskiego,Plock,Tomasz Kwiatkowski,H,1.81,2.82,33,67,13,22,5,11,4.0,4.0,3.0,3.0,3,8,278,553,197,489,10,9,20,14,9,8,47,45,23,41,28,92,3.0,1.0,10,4,2.3157,-0.3945
13981908,19,2026-02-02,Bruk-Bet Termalica Nieciecza,36851,Cracovia,4901,0,1,Stadion Bruk-Bet,Nieciecza,Damian Kos,A,0.73,1.76,39,61,11,15,1,4,1.0,3.0,1.0,2.0,4,7,336,534,238,445,17,12,18,17,10,12,48,46,18,19,49,55,,,3,1,0.3516,0.0987
13981909,19,2026-02-01,Legia Warszawa,3106,MKS Korona Kielce,5065,1,2,Stadion Wojska Polskiego w Warszawie,Warsaw,Patryk Gryckiewicz,A,2.3,1.74,64,36,17,15,8,3,3.0,5.0,2.0,3.0,5,3,516,296,417,202,12,9,19,26,10,12,54,69,52,30,66,45,,,1,7,-0.5584,2.2636
13981910,19,2026-01-31,Górnik Zabrze,3110,Piast Gliwice,7918,2,1,Stadion im. Ernesta Pohla,Zabrze,Piotr Lasyk,H,1.79,0.98,48,52,18,9,8,1,2.0,2.0,1.0,1.0,3,2,377,406,298,338,9,20,9,6,5,7,43,41,30,16,54,51,1.0,0.0,0,6,-0.8981,0.7241
13981911,19,2026-02-01,Motor Lublin,7915,Pogoń Szczecin,3117,2,1,Arena Lublin,Lublin,Lukasz Kuzma,H,2.15,1.81,40,60,12,17,7,4,5.0,2.0,3.0,2.0,3,6,346,507,270,427,16,8,23,9,4,7,43,43,24,36,33,85,2.0,3.0,3,5,1.006,1.3294
13981913,19,2026-01-30,Zagłębie Lubin,3113,GKS Katowice,3112,0,2,KGHM Zagłębie Arena,Lubin,Bartosz Frankowski,A,0.77,0.72,49,51,11,16,1,7,2.0,0.0,2.0,0.0,1,4,351,378,242,286,12,15,16,11,12,6,55,47,23,27,45,49,0.0,4.0,5,1,-1.0541,0.0214
13981914,19,2026-01-31,Lech Poznań,3121,KS Lechia Gdańsk,7913,1,3,Enea Poznań,Poznan,Karol Arys,A,2.65,1.07,72,28,28,12,5,8,4.0,2.0,3.0,2.0,7,3,679,262,587,186,14,14,11,16,2,13,51,64,68,16,61,39,1.0,2.0,6,4,-1.3005,1.0832
13981916,19,2026-01-31,Widzew Łódź,3115,Jagiellonia Białystok,7691,1,3,Stadion Widzewa Łódź,Lodz,Paweł Raczkowski,A,1.68,1.23,54,46,17,5,3,3,2.0,2.0,1.0,1.0,5,2,411,354,305,244,16,16,16,23,10,11,48,48,27,13,64,43,4.0,3.0,0,2,-1.3262,0.1197
15615380,19,2026-03-05,Radomiak Radom,7295,MZKS Arka Gdynia,5064,3,1,Stadion im. Braci Czachorów,Radom,Jaroslaw Przybyl,H,1.21,1.27,48,52,12,14,5,8,2.0,3.0,1.0,2.0,3,7,342,365,263,276,23,18,12,8,6,9,41,38,22,28,41,35,3.0,3.0,7,2,1.6406,-1.8847
13981915,20,2026-02-07,MZKS Arka Gdynia,5064,Legia Warszawa,3106,2,2,Stadion GOSiR,Gdynia,Wojciech Myc,D,0.93,1.61,44,56,3,14,2,7,1.0,3.0,0.0,1.0,3,7,350,448,255,359,11,15,16,10,6,9,50,47,10,23,41,52,1.0,5.0,5,0,0.4562,-0.4933
13981917,20,2026-02-06,KS Lechia Gdańsk,7913,Cracovia,4901,1,1,Polsat Plus Arena Gdańsk,Gdansk,Tomasz Kwiatkowski,D,1.17,1.69,61,39,19,9,6,5,1.0,3.0,1.0,2.0,10,5,413,264,337,190,18,13,12,12,7,7,45,49,41,17,66,39,1.0,4.0,4,5,0.4921,-0.3707
13981918,20,2026-02-07,Górnik Zabrze,3110,Lech Poznań,3121,0,1,Stadion im. Ernesta Pohla,Zabrze,Damian Sylwestrzak,A,1.27,1.47,52,48,17,13,4,4,2.0,2.0,2.0,1.0,7,3,427,421,368,345,12,21,19,8,13,7,44,50,29,18,43,45,1.0,3.0,2,4,0.4831,0.4299
13981919,20,2026-02-08,Pogoń Szczecin,3117,Bruk-Bet Termalica Nieciecza,36851,1,1,Stadion Miejski im. Floriana Krygiera,Szczecin,Mateusz Piszczelok,D,1.28,1.38,57,43,17,20,6,8,2.0,2.0,2.0,1.0,7,5,434,335,330,234,11,13,15,15,15,18,59,53,24,30,51,55,3.0,2.0,7,5,0.6983,0.0879
13981920,20,2026-02-06,MKS Korona Kielce,5065,Zagłębie Lubin,3113,1,2,Exbud Arena,Kielce,Piotr Rzucidlo,A,2.25,1.42,61,39,20,10,5,3,2.0,1.0,1.0,0.0,4,4,428,272,350,192,12,16,10,15,3,7,38,39,42,27,51,40,1.0,0.0,2,4,-0.7174,0.9942
13981921,20,2026-02-08,GKS Katowice,3112,Widzew Łódź,3115,1,0,Arena Katowice,Katowice,Damian Kos,H,0.56,0.37,29,71,8,9,4,1,1.0,1.0,0.0,1.0,3,7,223,544,130,429,17,11,26,23,10,10,57,61,16,15,46,67,4.0,1.0,1,3,0.2507,0.0491
13981922,20,2026-02-09,Piast Gliwice,7918,Wisła Płock,3122,1,0,Stadion Miejski w Gliwicach,Gliwice,Karol Arys,H,1.08,1.43,59,41,16,8,3,3,2.0,4.0,2.0,4.0,7,2,544,377,467,291,7,8,14,11,7,9,45,47,31,20,77,50,2.0,1.0,2,2,0.2079,-0.5207
13981926,20,2026-02-07,Jagiellonia Białystok,7691,Motor Lublin,7915,4,1,Chorten Arena,Bialystok,Patryk Gryckiewicz,H,3.0,1.79,54,46,23,13,12,5,9.0,3.0,6.0,2.0,7,7,417,354,345,274,11,16,25,19,7,12,46,48,43,22,55,39,2.0,1.0,4,7,0.7897,-0.8695
13981928,20,2026-02-08,Raków Częstochowa,35268,Radomiak Radom,7295,0,0,Miejski Stadion Piłkarski Raków w Częstochowie,Czestochowa,Lukasz Kuzma,D,1.83,0.82,50,50,16,11,5,1,3.0,1.0,3.0,1.0,3,2,417,422,334,328,12,13,20,16,14,7,43,43,29,16,54,56,1.0,1.0,1,5,0.4331,0.652
13981923,21,2026-02-16,Bruk-Bet Termalica Nieciecza,36851,Górnik Zabrze,3110,1,1,Stadion Bruk-Bet,Nieciecza,Pawel Malec,D,1.19,1.17,30,70,12,22,3,3,2.0,1.0,1.0,1.0,2,10,247,599,166,511,12,9,8,13,10,9,48,56,21,45,41,66,1.0,0.0,3,2,-0.6321,0.7371
13981924,21,2026-02-14,Wisła Płock,3122,Widzew Łódź,3115,0,2,Orlen Arena,Plock,Patryk Gryckiewicz,A,0.97,2.3,49,51,10,15,1,4,1.0,4.0,1.0,2.0,5,2,374,386,294,316,16,12,18,16,10,8,33,32,24,31,63,55,4.0,4.0,2,1,-0.3624,0.0554
13981925,21,2026-02-15,Motor Lublin,7915,KS Lechia Gdańsk,7913,2,3,Arena Lublin,Lublin,Paweł Raczkowski,A,0.43,3.13,59,41,7,15,3,9,0.0,5.0,0.0,3.0,2,2,414,298,313,195,9,11,10,19,7,13,59,56,27,35,63,52,3.0,7.0,5,2,0.1999,-1.6591
13981927,21,2026-02-15,Pogoń Szczecin,3117,MZKS Arka Gdynia,5064,1,0,Stadion Miejski im. Floriana Krygiera,Szczecin,Bartosz Frankowski,H,1.78,0.36,56,44,20,11,4,1,2.0,1.0,1.0,1.0,8,7,419,332,343,259,15,15,12,11,6,7,41,39,36,16,58,42,3.0,4.0,1,3,0.0089,0.476
13981929,21,2026-02-14,Zagłębie Lubin,3113,Raków Częstochowa,35268,0,0,KGHM Zagłębie Arena,Lubin,Marcin Szczerbowicz,D,0.21,1.52,35,65,8,19,2,9,0.0,3.0,0.0,3.0,2,8,258,477,167,379,17,16,13,13,12,4,52,58,10,33,40,60,3.0,3.0,8,2,1.4257,0.2471
13981930,21,2026-02-13,Radomiak Radom,7295,MKS Korona Kielce,5065,0,2,Stadion im. Braci Czachorów,Radom,Daniel Stefanski,A,1.74,0.35,73,27,24,4,6,2,2.0,2.0,2.0,0.0,12,1,532,199,438,110,10,19,19,21,10,10,52,49,57,9,68,48,2.0,4.0,0,6,-0.6529,1.5291
13981931,21,2026-02-15,Lech Poznań,3121,Piast Gliwice,7918,3,0,Enea Poznań,Poznan,Wojciech Myc,H,2.8,0.94,48,52,19,15,10,7,7.0,2.0,7.0,2.0,7,6,435,467,358,387,15,7,19,16,9,5,56,47,36,33,45,54,0.0,2.0,6,6,0.7068,0.8263
13981933,21,2026-02-14,Cracovia,4901,Jagiellonia Białystok,7691,0,0,Marshal Jozef Pilsudski Stadium,Kraków,Piotr Lasyk,D,1.4,0.86,43,57,12,17,3,4,2.0,1.0,2.0,1.0,4,6,321,428,252,353,11,19,18,18,6,4,40,40,12,24,29,60,3.0,4.0,4,3,0.7064,0.6528
13981935,21,2026-02-13,GKS Katowice,3112,Legia Warszawa,3106,1,1,Arena Katowice,Katowice,Damian Sylwestrzak,D,1.88,0.69,45,55,13,11,2,4,4.0,3.0,3.0,2.0,6,7,335,409,257,314,15,11,11,12,10,11,50,44,31,19,43,54,2.0,3.0,3,1,-0.34,0.4198
13981932,22,2026-02-21,Legia Warszawa,3106,Wisła Płock,3122,2,1,Stadion Wojska Polskiego w Warszawie,Warsaw,Jaroslaw Przybyl,H,0.7,1.02,43,57,7,14,4,4,2.0,2.0,0.0,1.0,1,4,401,529,337,456,11,8,12,16,7,2,49,53,20,26,57,53,1.0,1.0,3,2,0.9396,-0.7696
13981934,22,2026-02-21,Górnik Zabrze,3110,Pogoń Szczecin,3117,0,1,Stadion im. Ernesta Pohla,Zabrze,Wojciech Myc,A,0.34,1.14,47,53,11,7,2,2,0.0,1.0,,,4,5,407,466,345,396,12,18,9,8,9,7,35,29,19,14,47,52,3.0,5.0,1,2,-0.3453,0.5539
13981936,22,2026-02-23,KS Lechia Gdańsk,7913,Zagłębie Lubin,3113,0,2,Polsat Plus Arena Gdańsk,Gdansk,Sebastian Krasny,A,1.18,1.17,70,30,18,11,7,5,1.0,2.0,1.0,1.0,11,2,493,224,396,131,11,15,12,9,4,9,56,58,47,16,87,43,2.0,4.0,3,6,-0.7049,0.5902
13981937,22,2026-02-22,MZKS Arka Gdynia,5064,GKS Katowice,3112,2,1,Stadion GOSiR,Gdynia,Pawel Malec,H,1.48,1.03,44,56,12,11,6,5,4.0,1.0,2.0,0.0,5,4,295,382,206,271,10,15,10,9,12,5,47,43,19,23,51,66,4.0,2.0,4,4,0.396,0.2787
13981938,22,2026-02-22,MKS Korona Kielce,5065,Lech Poznań,3121,1,2,Exbud Arena,Kielce,Piotr Lasyk,A,0.3,1.59,42,58,7,11,1,4,0.0,3.0,0.0,1.0,1,5,374,519,307,433,12,16,11,17,8,2,51,50,8,24,45,59,1.0,1.0,2,0,-0.1314,-0.8691
13981939,22,2026-02-22,Jagiellonia Białystok,7691,Radomiak Radom,7295,1,1,Chorten Arena,Bialystok,Damian Sylwestrzak,D,2.35,0.91,63,37,21,9,3,2,3.0,1.0,2.0,1.0,9,3,507,299,421,226,18,16,20,18,6,9,55,34,50,19,57,39,3.0,5.0,1,2,-0.3386,-0.1376
13981940,22,2026-02-21,Raków Częstochowa,35268,Bruk-Bet Termalica Nieciecza,36851,1,0,Miejski Stadion Piłkarski Raków w Częstochowie,Czestochowa,Paweł Raczkowski,H,2.03,1.12,55,45,9,20,4,5,2.0,2.0,2.0,2.0,4,6,414,338,320,235,10,15,17,18,8,8,51,55,23,28,50,52,0.0,3.0,5,4,0.8904,-0.3934
13981941,22,2026-02-20,Widzew Łódź,3115,Cracovia,4901,0,0,Stadion Widzewa Łódź,Lodz,Daniel Stefanski,D,0.97,0.81,41,59,14,12,4,1,1.0,1.0,1.0,1.0,9,3,304,457,217,351,21,13,22,15,10,11,53,55,23,16,50,39,5.0,4.0,1,4,0.0105,0.882
13981942,22,2026-02-20,Piast Gliwice,7918,Motor Lublin,7915,1,2,Stadion Miejski w Gliwicach,Gliwice,Tomasz Kwiatkowski,A,1.9,1.07,60,40,18,9,4,6,2.0,1.0,2.0,1.0,6,3,547,372,472,290,11,16,8,15,2,9,54,49,43,16,75,36,3.0,1.0,4,3,0.3808,-0.0829
13981943,23,2026-02-27,MZKS Arka Gdynia,5064,KS Lechia Gdańsk,7913,2,2,Stadion GOSiR,Gdynia,Paweł Raczkowski,D,1.2,2.4,51,49,11,14,3,7,1.0,8.0,1.0,8.0,4,1,305,295,191,174,9,13,10,14,6,2,36,46,21,30,57,73,0.0,1.0,4,2,0.3968,-0.9459
13981944,23,2026-03-02,Zagłębie Lubin,3113,Wisła Płock,3122,2,0,KGHM Zagłębie Arena,Lubin,Mateusz Piszczelok,H,1.59,1.25,34,66,11,20,4,4,2.0,0.0,,,1,5,265,502,186,418,10,5,15,20,14,5,43,43,24,34,39,71,1.0,1.0,4,2,1.1315,0.0151
13981945,23,2026-03-01,Bruk-Bet Termalica Nieciecza,36851,Radomiak Radom,7295,1,1,Stadion Bruk-Bet,Nieciecza,Lukasz Kuzma,D,1.25,1.51,37,63,20,16,3,4,1.0,5.0,1.0,4.0,8,9,260,460,193,374,18,8,20,14,9,5,44,40,28,30,42,47,2.0,1.0,3,2,0.6295,-0.3089
13981946,23,2026-02-28,Motor Lublin,7915,MKS Korona Kielce,5065,2,0,Arena Lublin,Lublin,Damian Kos,H,1.51,1.68,49,51,12,22,4,4,4.0,3.0,2.0,3.0,2,10,349,341,274,257,14,15,20,16,5,7,58,54,22,39,41,52,4.0,1.0,4,2,1.6034,-0.7197
13981947,23,2026-02-28,Pogoń Szczecin,3117,Widzew Łódź,3115,1,0,Stadion Miejski im. Floriana Krygiera,Szczecin,Piotr Lasyk,H,0.7,0.84,40,60,9,8,3,2,2.0,3.0,1.0,3.0,2,2,310,461,230,381,9,13,11,12,7,4,39,42,15,21,57,70,3.0,2.0,2,2,0.4914,-0.1406
13981948,23,2026-02-27,Cracovia,4901,Piast Gliwice,7918,2,3,Marshal Jozef Pilsudski Stadium,Kraków,Marcin Szczerbowicz,A,1.2,1.8,48,52,10,9,4,5,3.0,3.0,2.0,1.0,2,1,385,405,295,312,15,11,12,7,12,4,45,45,13,28,56,53,3.0,1.0,2,2,-0.6194,-0.4398
13981949,23,2026-02-28,GKS Katowice,3112,Górnik Zabrze,3110,3,1,Arena Katowice,Katowice,Patryk Gryckiewicz,H,2.95,1.86,42,58,16,15,6,5,4.0,3.0,2.0,2.0,3,3,323,445,243,357,11,11,16,18,8,13,47,49,30,44,54,53,3.0,1.0,4,3,0.4372,0.0425
13981954,23,2026-03-01,Lech Poznań,3121,Raków Częstochowa,35268,4,3,Enea Poznań,Poznan,Bartosz Frankowski,H,2.66,2.61,54,46,24,15,11,7,4.0,3.0,0.0,1.0,6,2,371,323,292,249,18,12,14,10,7,7,42,45,29,23,56,40,4.0,1.0,4,8,0.2718,0.9434
13981955,23,2026-03-01,Jagiellonia Białystok,7691,Legia Warszawa,3106,2,2,Chorten Arena,Bialystok,Karol Arys,D,1.75,1.03,58,42,10,17,5,1,2.0,1.0,1.0,1.0,4,7,462,328,373,250,14,14,15,15,4,9,52,52,28,33,50,74,1.0,0.0,1,3,-1.9815,0.2914
13981950,24,2026-03-09,Wisła Płock,3122,MZKS Arka Gdynia,5064,0,3,Stadion im. Kazimierza Gorskiego,Plock,Lukasz Kuzma,A,1.21,3.08,51,49,15,15,1,5,1.0,6.0,1.0,3.0,6,2,409,410,322,330,9,11,16,11,5,9,43,45,24,25,51,53,2.0,1.0,2,1,0.4519,0.0512
13981951,24,2026-03-08,Legia Warszawa,3106,Cracovia,4901,1,0,Stadion Wojska Polskiego w Warszawie,Warsaw,Patryk Gryckiewicz,H,0.77,0.55,41,59,14,11,4,3,1.0,1.0,0.0,1.0,4,3,364,524,267,422,19,15,25,16,11,5,44,50,21,14,52,77,1.0,3.0,3,3,0.4917,0.5211
13981952,24,2026-03-08,Motor Lublin,7915,Górnik Zabrze,3110,0,0,Arena Lublin,Lublin,Bartosz Frankowski,D,0.64,0.56,60,40,7,11,0,2,2.0,1.0,2.0,1.0,4,6,473,309,385,227,12,10,18,29,9,10,45,50,30,22,52,41,,,2,0,0.1858,0.0
13981953,24,2026-03-08,Radomiak Radom,7295,GKS Katowice,3112,0,1,Stadion im. Braci Czachorów,Radom,Damian Kos,A,1.27,0.93,67,33,15,9,2,2,1.0,2.0,1.0,1.0,8,3,474,244,366,149,11,25,11,13,4,11,53,52,28,17,67,50,2.0,4.0,1,2,0.3755,0.1875
13981956,24,2026-03-08,Raków Częstochowa,35268,Pogoń Szczecin,3117,2,0,Miejski Stadion Piłkarski Raków w Częstochowie,Czestochowa,Jaroslaw Przybyl,H,2.2,0.2,64,36,24,5,6,1,4.0,0.0,2.0,0.0,6,0,552,322,477,242,11,13,16,12,9,4,65,49,51,6,71,35,0.0,3.0,1,4,0.0814,-0.2317
13981957,24,2026-03-07,MKS Korona Kielce,5065,Bruk-Bet Termalica Nieciecza,36851,2,1,Exbud Arena,Kielce,Karol Arys,H,2.0,1.66,51,49,10,17,4,2,4.0,2.0,2.0,1.0,5,6,373,349,294,265,19,12,17,10,10,8,52,41,25,38,46,49,1.0,0.0,1,2,-0.3637,0.5435
13981958,24,2026-03-06,KS Lechia Gdańsk,7913,Jagiellonia Białystok,7691,3,0,Polsat Plus Arena Gdańsk,Gdansk,Piotr Lasyk,H,2.02,0.92,37,63,10,13,7,2,4.0,0.0,1.0,0.0,2,9,303,518,220,417,10,8,21,7,10,8,48,40,14,23,49,69,1.0,2.0,1,4,0.1849,-0.9048
13981959,24,2026-03-07,Piast Gliwice,7918,Zagłębie Lubin,3113,1,3,Stadion Miejski w Gliwicach,Gliwice,Wojciech Myc,A,1.39,0.63,67,33,17,8,3,5,2.0,1.0,2.0,0.0,10,7,439,215,357,127,8,15,11,11,2,4,37,34,36,12,65,40,1.0,3.0,2,2,-0.8967,-0.2584
13981960,24,2026-03-07,Widzew Łódź,3115,Lech Poznań,3121,2,1,Stadion Widzewa Łódź,Lodz,Szymon Marciniak,H,0.68,0.85,29,71,11,12,4,6,1.0,3.0,0.0,2.0,3,5,219,565,148,492,21,11,23,10,7,3,39,32,17,26,34,57,3.0,1.0,5,2,-0.0815,-0.9613
13981961,25,2026-03-13,Bruk-Bet Termalica Nieciecza,36851,Motor Lublin,7915,1,2,Stadion Bruk-Bet,Nieciecza,Mateusz Piszczelok,A,1.5,1.54,45,55,20,11,7,4,4.0,2.0,3.0,1.0,4,4,367,471,278,388,19,13,18,11,5,10,45,59,55,30,59,52,3.0,6.0,2,6,-0.8647,0.7762
13981962,25,2026-03-15,MZKS Arka Gdynia,5064,Widzew Łódź,3115,0,0,Stadion GOSiR,Gdynia,Damian Sylwestrzak,D,0.6,0.66,50,50,10,10,1,1,1.0,0.0,1.0,0.0,8,3,313,331,238,234,20,21,10,16,8,5,33,36,16,17,59,52,2.0,1.0,1,1,0.4093,0.2207
13981963,25,2026-03-15,Zagłębie Lubin,3113,Lech Poznań,3121,0,1,KGHM Zagłębie Arena,Lubin,Daniel Stefanski,A,0.56,2.15,37,63,14,15,1,4,0.0,2.0,0.0,1.0,2,3,287,516,192,425,12,14,16,15,13,5,61,51,33,19,52,49,1.0,3.0,3,1,0.3034,0.4831
13981964,25,2026-03-13,Radomiak Radom,7295,Legia Warszawa,3106,1,1,Stadion im. Braci Czachorów,Radom,Piotr Lasyk,D,0.6,0.78,58,42,7,11,1,6,1.0,3.0,0.0,2.0,3,7,404,287,311,201,14,19,12,13,9,7,43,48,3,23,52,49,2.0,1.0,5,0,-0.0786,-0.507
13981965,25,2026-03-16,Pogoń Szczecin,3117,MKS Korona Kielce,5065,2,1,Stadion Miejski im. Floriana Krygiera,Szczecin,Damian Kos,H,2.15,0.74,64,36,23,5,7,4,1.0,2.0,1.0,2.0,10,3,506,294,430,224,12,7,17,18,7,10,51,51,51,14,72,46,0.0,1.0,4,5,0.1446,-1.4136
13981966,25,2026-03-15,Górnik Zabrze,3110,Raków Częstochowa,35268,3,1,Stadion im. Ernesta Pohla,Zabrze,Paweł Raczkowski,H,0.7,1.43,43,57,13,15,6,3,0.0,4.0,0.0,3.0,4,7,338,437,253,378,12,10,17,11,7,11,36,34,17,18,45,39,,,2,3,0.048,-1.4782
13981967,25,2026-03-14,Cracovia,4901,Wisła Płock,3122,1,2,Marshal Jozef Pilsudski Stadium,Kraków,Tomasz Kwiatkowski,A,1.5,0.78,74,26,29,4,6,2,1.0,1.0,,,11,4,513,190,452,103,6,8,10,17,7,2,49,39,50,12,71,44,0.0,3.0,2,6,-1.2818,0.1107
13981968,25,2026-03-14,Jagiellonia Białystok,7691,Piast Gliwice,7918,1,2,Chorten Arena,Bialystok,Marcin Szczerbowicz,A,0.48,1.01,64,36,15,17,5,7,0.0,1.0,,,7,7,563,317,448,226,6,15,14,15,10,14,53,57,23,29,72,56,0.0,3.0,4,4,-0.7667,-0.2922
13981969,25,2026-03-14,GKS Katowice,3112,KS Lechia Gdańsk,7913,2,0,Arena Katowice,Katowice,Marcin Kochanek,H,1.39,1.02,38,62,13,14,7,1,2.0,1.0,0.0,1.0,5,5,299,495,222,409,9,8,13,16,6,7,39,56,14,22,43,60,1.0,2.0,1,5,0.0097,-0.8446
13981971,26,2026-03-22,Legia Warszawa,3106,Raków Częstochowa,35268,1,1,Stadion Wojska Polskiego w Warszawie,Warsaw,Lukasz Kuzma,D,1.71,1.52,54,46,17,11,2,4,1.0,2.0,0.0,1.0,7,3,413,379,341,295,18,11,15,21,11,9,46,41,31,17,53,37,1.0,3.0,3,1,0.2148,-0.016
13981972,26,2026-03-21,KS Lechia Gdańsk,7913,Pogoń Szczecin,3117,2,1,Polsat Plus Arena Gdańsk,Gdansk,Wojciech Myc,H,2.68,1.53,40,60,15,18,7,7,4.0,1.0,2.0,1.0,7,9,298,454,213,352,10,6,19,4,12,12,47,51,19,40,61,57,1.0,0.0,6,4,0.516,-0.3256
13981973,26,2026-03-20,Motor Lublin,7915,Zagłębie Lubin,3113,1,0,Arena Lublin,Lublin,Damian Kos,H,1.5,0.37,47,53,9,9,1,1,2.0,0.0,1.0,0.0,4,5,285,330,188,234,13,14,22,24,2,8,54,49,26,32,35,67,,,1,0,0.0348,-0.138
